Year,Approving State Agency,Training Agency Site Name,Operational Status,Certificate Type,Methodology,Language,Number of Training Classes,Enrolled Student Count,Approved Student Count,Certified Student Count,Withdrawn Student Count,Street Address,City,State,Zip Code,County Name,County Code,Region
2019,Department of Health,Home Health Care Partners,OPEN,Home Health Aide,Nurse Aide Transition,English,2,6,6,6,0,1830 Riverfront Center,Amsterdam,NY,12010,Montgomery,57,Capital District                                                                                                                                                                                                                                                                                                                          
2019,Department of Health,"Any-Time Home Care, Inc.",OPEN,Personal Care Aide,Alternative Competency Demonstration,English,3,19,13,13,6,"10 Little Britain Rd,Suite 102",Newburgh,NY,12550,Orange,71,Metropolitan Area  - New Rochelle                                                                                                                                                                                                                                                                               
2019,Department of Health,UNLIMITED CARE INC MIDDLETOWN,OPEN,Home Health Aide,Nurse Aide Transition,English,1,1,1,1,0,643 RTE 211 EAST,MIDDLETOWN,NY,10941,Orange,71,Metropolitan Area  - New Rochelle                                                                                                                                                                                                                                                                                                              
2019,Department of Health,"Personal Touch Home Care, Inc.",OPEN,Personal Care Aide,Alternative Competency Demonstration,English,2,4,4,4,0,"60 Hempstead Avenue,Suite 215",West Hempstead,NY,11552,Nassau,59,Metropolitan Area  - Long Island                                                                                                                                                                                                                                                                        
2019,Department of Health,Attentive Care Inc.,OPEN,Personal Care Aide,Alternative Competency Demonstration,English,3,7,7,7,0,192 Deer Park Ave suite A,Babylon,NY,11702,Suffolk,103,Metropolitan Area  - Long Island                                                                                                                                                                                                                                                                                                
2019,Department of Health,"Jewish Home Lifecare, Home Assistance Personnel, Inc",OPEN,Home Health Aide,Core Training,English,0,0,5,5,1,1200 Waters Place,Bronx,NY,10461,New York,61,Metropolitan Area  - New York City                                                                                                                                                                                                                                                                                              
2019,Department of Health,PEOPLE CARE INC - HICKSVILLE,OPEN,Home Health Aide,Core Training,English,2,13,8,8,4,6 NORTH JERUSALEM AVENUE,HICKSVILLE,NY,11801,Nassau,59,Metropolitan Area  - Long Island                                                                                                                                                                                                                                                                                                               
2019,Department of Health,"BESTCARE, INC HEMPSTEAD",OPEN,Home Health Aide,Core Training,English,0,0,0,0,13,50 CLINTON STREET SUITE203,HEMPSTEAD,NY,11550,Nassau,59,Metropolitan Area  - Long Island                                                                                                                                                                                                                                                                                                                 
2019,Department of Health,"Recco Home Care Service, Inc.- Islandia",OPEN,Personal Care Aide,Alternative Competency Demonstration,English,1,1,1,1,0,1787 Veterans Hwy,Islandia,NY,11749,Suffolk,103,Metropolitan Area  - Long Island                                                                                                                                                                                                                                                                                 
2019,Department of Health,"Better Home Health Care Agency, Inc.",OPEN,Personal Care Aide,Alternative Competency Demonstration,English,4,7,7,7,0,310 Merrick Road,Rockville Centre,NY,11570,Nassau,59,Metropolitan Area  - Long Island                                                                                                                                                                                                                                                                               
2019,Department of Health,CareGivers,OPEN,Home Health Aide,Nurse Aide Transition,English,1,1,1,1,0,2260 Lake Ave,Rochester,NY,14612,Monroe,55,Western  - Rochester                                                                                                                                                                                                                                                                                                                                                  
2019,Department of Health,Valley Residential Services,OPEN,Home Health Aide,Core Training,English,1,1,1,1,0,161 Valley Drive,Herkimer,NY,13350,Herkimer,43,Central New York                                                                                                                                                                                                                                                                                                                                         
2019,Education Department - BPSS,Cudley's Training Program,OPEN,Personal Care Aide,Basic Training,English,0,0,0,39,0,"391 East 149th Street,Suite 521",Bronx,NY,10455,Bronx,5,Metropolitan Area  - New York City                                                                                                                                                                                                                                                                                                    
2019,Department of Health,ABLE HEALTH CARE SERVICES INC ELMHURST,OPEN,Home Health Aide,Core Training,English,1,12,11,11,1,91-31 QUEENS BLVD,ELMHURST,NY,11373,Queens,81,Metropolitan Area  - New York City                                                                                                                                                                                                                                                                                                          
2019,Department of Health,ALL METRO HEALTH CARE NEW YORK,OPEN,Home Health Aide,Nurse Aide Transition,English,1,2,2,2,0,"80 BROAD STREET, 14TH FLOOR",NEW YORK,NY,10004,New York,61,Metropolitan Area  - New York City                                                                                                                                                                                                                                                                                               
2019,Department of Health,"Winds of Agape, Inc.",OPEN,Personal Care Aide,Basic Training,English,1,1,1,1,0,1414 Grant Boulevard,Syracuse,NY,13208,Onondaga,67,Central New York                                                                                                                                                                                                                                                                                                                                       
2019,Department of Health,"Personal  Touch Home care , Inc.",OPEN,Home Health Aide,Nurse Aide Transition,English,0,0,7,7,0,36-36 33rd Street, New York,NY,11106,Queens,81,Metropolitan Area  - New York City                                                                                                                                                                                                                                                                                                        
2019,Department of Health,Home Care Plus/ Rochester,OPEN,Home Health Aide,Core Training,English,3,13,10,10,0,3111 Winton Road South,Rochester,NY,14623,Monroe,55,Western  - Rochester                                                                                                                                                                                                                                                                                                                               
2019,Education Department - BPSS,Access Institute,OPEN,Home Health Aide,Core Training,English,3,45,45,45,0,80-02 Kew Gardens Road,Kew Gardens,NY,11415,Queens,81,Metropolitan Area  - New York City                                                                                                                                                                                                                                                                                                                 
2019,Department of Health,Heart to Heart Home Care,OPEN,Home Health Aide,Core Training,English,1,17,11,11,6,395 Pearl Street   4th Floor,Brooklyn,NY,11201,Kings,47,Metropolitan Area  - New York City                                                                                                                                                                                                                                                                                                              
2019,Department of Health,Partners in Care,OPEN,Home Health Aide,Core Training,English,4,36,19,19,5,"20 South Broadway, suite 401",Yonkers,NY,10701,Westchester,119,Metropolitan Area  - New Rochelle                                                                                                                                                                                                                                                                                                               
2019,Department of Health,Fedcap Home Care,OPEN,Home Health Aide,Core Training,English,3,49,16,16,24,"210 East 43rd Street,2nd floor",New York,NY,10017,New York,61,Metropolitan Area  - New York City                                                                                                                                                                                                                                                                                                              
2019,Education Department - BPSS,Huaqiao Yihu Institute,OPEN,Home Health Aide,Core Training,Chinese,15,305,344,324,1,37 20 Prince Street 4A,Flushing,NY,11354,Queens,81,Metropolitan Area  - New York City                                                                                                                                                                                                                                                                                                          
2019,Department of Health,HILLTOP LICENSED HOME HEALTH AGENCY,OPEN,Home Health Aide,Personal Care Aide Upgrade,English,1,2,2,2,0,286 DEYO HILL ROAD,JOHNSON CITY,NY,13790,Broome,7,Central New York                                                                                                                                                                                                                                                                                                                 
2019,Department of Health,South Shore Home Health Services,OPEN,Home Health Aide,Competency Evaluation,English,3,6,6,6,0,"393 Jericho Turnpike, Suite 206",Mineola,NY,11501,Nassau,59,Metropolitan Area  - Long Island                                                                                                                                                                                                                                                                                              
2019,Department of Health,"Fort Hudson Home Care, Inc.",OPEN,Personal Care Aide,Alternative Competency Demonstration,English,7,7,7,7,0,319 Broadway,Fort Edward,NY,12828,Washington,115,Capital District                                                                                                                                                                                                                                                                                                            
2019,Department of Health,"Companion Care of Rochester, Inc.",OPEN,Personal Care Aide,Basic Training,English,4,52,52,52,0,556 South Clinton Ave.,Rochester,NY,14620,Monroe,55,Western  - Rochester                                                                                                                                                                                                                                                                                                                  
2019,Department of Health,WILL CARE MIDDLETOWN,OPEN,Home Health Aide,Nurse Aide Transition,English,7,10,11,11,0,726 EAST MAIN STREET,MIDDLETOWN,NY,10940,Orange,71,Metropolitan Area  - New Rochelle                                                                                                                                                                                                                                                                                                                
2019,Education Department - EMSC,Rome ACCESS Site,OPEN,Home Health Aide,Core Training,English,1,5,5,5,0,266-68 West Dominick Street,Rome,NY,13340,Oneida,65,Central New York                                                                                                                                                                                                                                                                                                                                        
2019,Department of Health,ABLE HEALTH CARE SERVICES INC HEMPSTEAD,OPEN,Home Health Aide,Competency Evaluation,English,1,3,2,2,1,50 CLINTON STREET,HEMPSTEAD,NY,11550,Nassau,59,Metropolitan Area  - Long Island                                                                                                                                                                                                                                                                                                     
2019,Department of Health,"Best Care, Inc. - Forest Hills",OPEN,Personal Care Aide,Basic Training,English,2,31,30,30,1,70-50 Austin Street,Forest Hills,NY,11375,Queens,81,Metropolitan Area  - New York City                                                                                                                                                                                                                                                                                                       
2019,Department of Health,VIP Health Care Services,OPEN,Home Health Aide,Core Training,English,2,19,18,18,1,"466 Main Street,Suite 204",New Rochelle,NY,10801,Westchester,119,Metropolitan Area  - New Rochelle                                                                                                                                                                                                                                                                                                     
2019,Department of Health,Tanglewood Manor,OPEN,Personal Care Aide,Alternative Competency Demonstration,English,1,2,2,2,0,560 Fairmount Avenue WE,Jamestown,NY,14701,Chautauqua,13,Western  - Buffalo                                                                                                                                                                                                                                                                                                               
2019,Department of Health,People Care Inc. Brentwood ,OPEN,Personal Care Aide,Basic Training,English,1,4,4,4,0,"1090 A Sufflolk Ave,",Brentwood,NY,11717,Suffolk,103,Metropolitan Area  - Long Island                                                                                                                                                                                                                                                                                                               
2019,Department of Health,Assistcare Home Health Services DBA Preferred Home Care of New York,OPEN,Personal Care Aide,Basic Training,English,3,14,9,9,3,1 South Ocean Ave,Patchogue,NY,11772,Suffolk,103,Metropolitan Area  - Long Island                                                                                                                                                                                                                                                                           
2019,Department of Health,"Access Home Care, Inc.",OPEN,Home Health Aide,Nurse Aide Transition,English,2,6,6,6,0,"3100 Veterans Memorial Hwy, Suite C",Bohemia,NY,11716,Suffolk,103,Metropolitan Area  - Long Island                                                                                                                                                                                                                                                                                                
2019,Department of Health,Willcare,OPEN,Personal Care Aide,Basic Training,English,2,8,8,12,0,2211 West State Street Suite 123,Olean,NY,14760,Cattaraugus,9,Western  - Buffalo                                                                                                                                                                                                                                                                                                                                       
2019,Department of Health,INTERIM HEALTH CARE OF THE CAPITAL REGION,OPEN,Home Health Aide,Nurse Aide Transition,English,1,2,2,2,0,1735 CENTRAL AVE,ALBANY,NY,12205,Albany,1,Capital District                                                                                                                                                                                                                                                                                                                        
2019,Department of Health,"Schofield Home Health Care Services, Inc.",OPEN,Personal Care Aide,Basic Training,English,3,19,14,14,5,2757 Elmwood Avenue,Kenmore,NY,14217,Erie,29,Western  - Buffalo                                                                                                                                                                                                                                                                                                                   
2019,Department of Health,"Personal  Touch Home care , Inc.",OPEN,Home Health Aide,Core Training,English,3,44,25,25,0,36-36 33rd Street, New York,NY,11106,Queens,81,Metropolitan Area  - New York City                                                                                                                                                                                                                                                                                                             
2019,Department of Health,PARTNERS IN CARE,OPEN,Home Health Aide,Core Training,English,2,15,25,25,50,1250 BROADWAY- 10TH FLOOR,NEW YORK,NY,10001,New York,61,Metropolitan Area  - New York City                                                                                                                                                                                                                                                                                                                     
2019,Department of Health,"Aftercare Nursing Service, Inc.",OPEN,Personal Care Aide,Alternative Competency Demonstration,English,1,1,1,1,0,411 West 3rd Street,Jamestown,NY,14701,Chautauqua,13,Western  - Buffalo                                                                                                                                                                                                                                                                                                  
2019,Department of Health,SELF HELP COMMUNITY SERVICES HEMPSTEAD,OPEN,Home Health Aide,Core Training,English,3,37,24,24,6,498 Union Ave,Westbury ,NY,11590,Nassau,59,Metropolitan Area  - Long Island                                                                                                                                                                                                                                                                                                               
2019,Department of Health,Selfhelp Community Services- New York ,OPEN,Home Health Aide,Core Training,Spanish; Castilian,1,20,0,0,0,520 8th Avenue,New York,NY,10018,New York,61,Metropolitan Area  - New York City                                                                                                                                                                                                                                                                                                  
2019,Department of Health,Special Touch Home Care Services Staten Island ,OPEN,Home Health Aide,Core Training,English,4,30,24,24,4,36 Richmond Terrace,Staten Island,NY,10301,Richmond,85,Metropolitan Area  - New York City                                                                                                                                                                                                                                                                                        
2019,Department of Health,SUNNYSIDE CITYWIDE HOME CARE SERVICES INC,OPEN,Home Health Aide,Core Training,English,4,58,35,35,8,43-31 39TH ST,SUNNYSIDE,NY,11104,Queens,81,Metropolitan Area  - New York City                                                                                                                                                                                                                                                                                                          
2019,Department of Health,Westchester Care at Home,OPEN,Home Health Aide,Core Training,English,1,9,8,8,1,360 Mamaroneck Ave,White Plains,NY,10605,New York,61,Metropolitan Area  - New York City                                                                                                                                                                                                                                                                                                                    
2019,Department of Health,"Gurwin Home Care Agency, Inc.",OPEN,Home Health Aide,Nurse Aide Transition,English,1,2,2,2,0,330 Conklin Street,Farmingdale,NY,11735,Nassau,59,Metropolitan Area  - Long Island                                                                                                                                                                                                                                                                                                          
2019,Department of Health,Allwel,OPEN,Personal Care Aide,Alternative Competency Demonstration,English,3,5,5,5,0,41 Columbia Street,Buffalo,NY,14204,Erie,29,Western  - Buffalo                                                                                                                                                                                                                                                                                                                                      
2019,Department of Health,Visiting Nurses Home Care,OPEN,Personal Care Aide,Basic Training,English,3,9,9,9,1,150 Broadway  Suite 310,Menands,NY,12204,Albany,1,Capital District                                                                                                                                                                                                                                                                                                                                     
2019,Department of Health,Presbyterian Residential Community,OPEN,Home Health Aide,Personal Care Aide Upgrade,English,1,1,1,1,0,4300 Middle Settlement Road,New Hartford,NY,13413,Oneida,65,Central New York                                                                                                                                                                                                                                                                                                        
2019,Department of Health,Family Care Services of Western New York,OPEN,Personal Care Aide,Alternative Competency Demonstration,English,1,1,1,1,0,331 Alberta Drive -  Suite 201,Amherst,NY,14226,Erie,29,Western  - Buffalo                                                                                                                                                                                                                                                                                        
2019,Department of Health,Adept Health Care Service,OPEN,Personal Care Aide,Alternative Competency Demonstration,English,1,3,4,4,0,406 Fulton Street,Troy,NY,12180,Rensselaer,83,Capital District                                                                                                                                                                                                                                                                                                                   
2019,Department of Health,Recco Home Care - East Quogue,OPEN,Personal Care Aide,Alternative Competency Demonstration,English,1,1,1,1,0,472 Montauk Hwy.,East Quogue,NY,11942,Suffolk,103,Metropolitan Area  - Long Island                                                                                                                                                                                                                                                                                           
2019,Department of Health,A & T HEALTHCARE LLC,OPEN,Home Health Aide,Core Training,English,1,3,1,1,2,"339 NORTH MAIN STREET,BLDG B, SUITE 5 & 6",NEW CITY,NY,10956,Rockland,87,Metropolitan Area  - New Rochelle                                                                                                                                                                                                                                                                                                    
2019,Department of Health,"Sunnyside Citywide Home Care Services, Inc.",OPEN,Home Health Aide,Core Training,Spanish; Castilian,4,70,49,49,1,43-31 39 Street,Long Island City,NY,11104,Queens,81,Metropolitan Area  - New York City                                                                                                                                                                                                                                                                                  
2019,Education Department - BPSS,BEACON HEALTHCARE SCHOOL,OPEN,Home Health Aide,Personal Care Aide Upgrade,English,9,15,14,14,0,"1815 AVENUE M, 2ND FLOOR",BROOKLYN,NY,11230,Kings,47,Metropolitan Area  - New York City                                                                                                                                                                                                                                                                                            
2019,Department of Health,All Metro Health Care,OPEN,Home Health Aide,Nurse Aide Transition,English,1,5,5,10,0,170 Earle Avenue,Lynbrook,NY,11563,Nassau,59,Metropolitan Area  - Long Island                                                                                                                                                                                                                                                                                                                        
2019,Education Department - EMSC,North Franklin Educational Center,OPEN,Personal Care Aide,Basic Training,English,0,0,19,19,0,23 Huskie Lane,Malone,NY,12953,Franklin,33,Capital District                                                                                                                                                                                                                                                                                                                           
2019,Department of Health,ATTENTIVE CARE OF ALBANY INC,OPEN,Home Health Aide,Nurse Aide Transition,English,3,3,3,3,0,5 COMPUTER DRIVE WEST,ALBANY,NY,12205,Albany,1,Capital District                                                                                                                                                                                                                                                                                                                                
2019,Education Department - BPSS,Cudley's Training Program,OPEN,Home Health Aide,Personal Care Aide Upgrade,Spanish; Castilian,8,65,78,78,3,"391 East 149th St,Suite 521",Bronx,NY,10455,Bronx,5,Metropolitan Area  - New York City                                                                                                                                                                                                                                                                                 
2019,Education Department - BPSS,ABC Training Center,OPEN,Home Health Aide,Core Training,English,8,137,175,175,0,50 East Fordham Road,Bronx,NY,10468,Bronx,5,Metropolitan Area  - New York City                                                                                                                                                                                                                                                                                                                     
2019,Department of Health,PERSONAL TOUCH HOME CARE OF LONG ISLAND HEMPSTEAD,OPEN,Home Health Aide,Nurse Aide Transition,English,1,1,1,1,0,"60 HEMPSTEAD AVE, SUITE 215",WEST HEMPSTEAD,NY,11552,Nassau,59,Metropolitan Area  - Long Island                                                                                                                                                                                                                                                                          
2019,Department of Health,"A & T Healthcare, LLC - New City",OPEN,Personal Care Aide,Alternative Competency Demonstration,English,2,2,2,2,0,"339 North Main Street,STE 5 & 6",New City,NY,10956,Rockland,87,Metropolitan Area  - New Rochelle                                                                                                                                                                                                                                                                       
2019,Department of Health,INTERIM HEALTH CARE OF THE CAPITAL REGION,OPEN,Home Health Aide,Core Training,English,1,3,3,3,0,1735 CENTRAL AVE,ALBANY,NY,12205,Albany,1,Capital District                                                                                                                                                                                                                                                                                                                                
2019,Department of Health,"Unlimited Care, Inc. - Poughkeepsie",OPEN,Personal Care Aide,Alternative Competency Demonstration,English,10,15,15,15,0,4 Jefferson Plaza,Poughkeepsie,NY,12601,Dutchess,27,Metropolitan Area  - New Rochelle                                                                                                                                                                                                                                                                            
2019,Department of Health,willcare,OPEN,Personal Care Aide,Basic Training,English,2,10,15,15,0,220 fluvanna ave suite 200,Jamestown,NY,14701,Chautauqua,13,Western  - Buffalo                                                                                                                                                                                                                                                                                                                                       
2019,Department of Health,"Liberty Resources, Inc. ",OPEN,Personal Care Aide,Basic Training,English,1,2,3,3,0,149 Main Street,Cortland,NY,13045,Cortland,23,Central New York                                                                                                                                                                                                                                                                                                                                        
2019,Department of Health,"South Shore Home Health services, inc.",OPEN,Home Health Aide,Core Training,English,1,8,8,8,0,1225 Montauk Hwy,Oakdale,NY,11769,Suffolk,103,Metropolitan Area  - Long Island                                                                                                                                                                                                                                                                                                             
2019,Education Department - BPSS,"American General Training, Inc.",OPEN,Home Health Aide,Personal Care Aide Upgrade,English,1,1,1,1,0,"2118 86th Street,2nd Floor",Brooklyn,NY,11214,Kings,47,Metropolitan Area  - New York City                                                                                                                                                                                                                                                                                    
2019,Department of Health,PEOPLE CARE INC - NEW YORK,OPEN,Home Health Aide,Personal Care Aide Upgrade,English,1,1,0,0,0,116 WEST 32ND STREET 16TH FLR.,NEW YORK,NY,10001,New York,61,Metropolitan Area  - New York City                                                                                                                                                                                                                                                                                             
2019,Department of Health,People Care Inc. - The Regency,OPEN,Home Health Aide,Core Training,English,1,6,3,3,3,94 School Street,Glen Cove,NY,11542,Nassau,59,Metropolitan Area  - Long Island                                                                                                                                                                                                                                                                                                                       
2019,Department of Health,Hudson Valley Hospice / Hyde Park ALF,OPEN,Home Health Aide,Nurse Aide Transition,English,1,3,0,0,3,394 Violet Avenue,Poughkeepsie,NY,12601,Dutchess,27,Metropolitan Area  - New Rochelle                                                                                                                                                                                                                                                                                                 
2019,Education Department - BPSS,"American Institute of Science and Technology, Corp.",OPEN,Home Health Aide,Core Training,Chinese,6,91,103,103,1,"945 57th Street, 1st Floor",Brooklyn,NY,11219,Kings,47,Metropolitan Area  - New York City                                                                                                                                                                                                                                                                        
2019,Department of Health,HEALTH FORCE CHEEKTOWAGA,OPEN,Home Health Aide,Core Training,English,0,0,0,0,6,3409 GENESEE STREET,CHEEKTOWAGA,NY,14225,Erie,29,Western  - Buffalo                                                                                                                                                                                                                                                                                                                                        
2019,Department of Health,"BESTCARE, INC STATEN ISLAND",OPEN,Home Health Aide,Personal Care Aide Upgrade,English,2,11,5,5,0,60 BAY STREET,STATEN ISLAND,NY,10301,Richmond,85,Metropolitan Area  - New York City                                                                                                                                                                                                                                                                                                     
2019,Department of Health,New York Health Care,OPEN,Personal Care Aide,Alternative Competency Demonstration,English,1,2,2,2,0,"320 Robinson Avenue,Suite 203",Newburgh,NY,12550,Orange,71,Metropolitan Area  - New Rochelle                                                                                                                                                                                                                                                                                         
2019,Education Department - BPSS, Ideal School of Allied Healthcare,OPEN,Personal Care Aide,Basic Training,English,2,8,4,3,1,"300 Motor Parkway, Suite 125",Hauppauge,NY,11788,Suffolk,103,Metropolitan Area  - Long Island                                                                                                                                                                                                                                                                                         
2019,Department of Health,MID-HUDSON MANAGED HOME CARE INC,OPEN,Home Health Aide,Competency Evaluation,English,3,4,4,4,1,243 ROUTE 17K,NEWBURGH,NY,12550,Orange,71,Metropolitan Area  - New Rochelle                                                                                                                                                                                                                                                                                                                
2019,Department of Health,"HOPE HOME CARE, INC",OPEN,Home Health Aide,Core Training,English,1,18,28,28,1,26 DUMONT AVENUE,STATEN ISLAND,NY,10305,Richmond,85,Metropolitan Area  - New York City                                                                                                                                                                                                                                                                                                                     
2019,Department of Health,Olean HHATP,OPEN,Home Health Aide,Core Training,English,1,2,0,0,0,1225 West State St.,Olean,NY,14760,Cattaraugus,9,Western  - Buffalo                                                                                                                                                                                                                                                                                                                                                     
2019,Education Department - EMSC,Center at Olean,OPEN,Home Health Aide,Core Training,English,2,9,8,8,1,1825 Windfall Road,Olean,NY,14760,Cattaraugus,9,Western  - Buffalo                                                                                                                                                                                                                                                                                                                                           
2019,Department of Health,Liberty Home Care,OPEN,Personal Care Aide,Alternative Competency Demonstration,English,1,1,1,1,0,2424 Niagara Falls Blvd.,Niagara Falls,NY,14304,Niagara,63,Western  - Buffalo                                                                                                                                                                                                                                                                                                            
2019,Department of Health,"Health Association of Niagara County, Inc. (HANCI)",OPEN,Personal Care Aide,Basic Training,English,2,8,7,7,1,1302 Main Street,Niagara Falls,NY,14301,Niagara,63,Western  - Buffalo                                                                                                                                                                                                                                                                                                       
2019,Department of Health,ABLE HEALTH CARE SERVICES INC HEMPSTEAD,OPEN,Home Health Aide,Core Training,English,1,8,4,4,3,50 CLINTON STREET,HEMPSTEAD,NY,11550,Nassau,59,Metropolitan Area  - Long Island                                                                                                                                                                                                                                                                                                             
2019,Department of Health,Mercy Home Care of WNY,OPEN,Home Health Aide,Competency Evaluation,English,4,9,5,5,4,"144 Genesee St,",Buffalo,NY,14203,Erie,29,Western  - Buffalo                                                                                                                                                                                                                                                                                                                                        
2019,Department of Health,"Any-Time Home Care, Inc. - Albany",OPEN,Personal Care Aide,Basic Training,English,2,23,19,19,4,"1272 Central Avenue, 2nd Floor",Albany,NY,12205,Albany,1,Capital District                                                                                                                                                                                                                                                                                                                
2019,Department of Health,Community Health Aide Services,OPEN,Personal Care Aide,Basic Training,English,4,84,68,68,16,"25 Market St, 4th Floor",Poughkeepsie,NY,12601,Dutchess,27,Metropolitan Area  - New Rochelle                                                                                                                                                                                                                                                                                                 
2019,Department of Health,Home Health Care Partners,OPEN,Home Health Aide,Core Training,English,0,0,4,4,0,1830 Riverfront Center,Amsterdam,NY,12010,Montgomery,57,Capital District                                                                                                                                                                                                                                                                                                                                  
2019,Department of Health,Attentive Care Inc,OPEN,Personal Care Aide,Basic Training,English,1,5,4,4,1,76 North Broadway,Hicksville,NY,11801,Nassau,59,Metropolitan Area  - Long Island                                                                                                                                                                                                                                                                                                                              
