"Facility ID","Facility Name","Certification Number","Street Address","City","State","Zip","County","Area Office","Phone","Website","Census Date","Week Difference","Week Difference Category","Bed Type","Total Capacity","Available Capacity","Category","Latitude","Longitude"
"3182","Highpointe on Michigan Health Care Facility","1401001N","1031 Michigan Avenue","Buffalo","NY","14203","Erie","Western Regional Office - Buffalo","716-748-3101","http://www.highpointeonmichigan.org/","05/20/2020","0","0","NHBEDSAV","300","38","5","42.900936","-78.862740"
"3182","Highpointe on Michigan Health Care Facility","1401001N","1031 Michigan Avenue","Buffalo","NY","14203","Erie","Western Regional Office - Buffalo","716-748-3101","http://www.highpointeonmichigan.org/","05/20/2020","0","0","PEDVENTCAP","7","7","3","42.900936","-78.862740"
"3182","Highpointe on Michigan Health Care Facility","1401001N","1031 Michigan Avenue","Buffalo","NY","14203","Erie","Western Regional Office - Buffalo","716-748-3101","http://www.highpointeonmichigan.org/","05/20/2020","0","0","VENTBEDSAV","10","0","0","42.900936","-78.862740"
"3182","Highpointe on Michigan Health Care Facility","1401001N","1031 Michigan Avenue","Buffalo","NY","14203","Erie","Western Regional Office - Buffalo","716-748-3101","http://www.highpointeonmichigan.org/","05/20/2020","0","0","PEDBEDSAV","20","2","1","42.900936","-78.862740"
"3227","Four Seasons Nursing and Rehabilitation Center","7001808N","1555 Rockaway Parkway","Brooklyn","NY","11236","Kings","Metropolitan Area Regional Office - New York City","718-927-6300","http://www.fourseasonsnh.com/","05/20/2020","0","0","NHBEDSAV","270","71","5","40.642799","-73.899612"
"3227","Four Seasons Nursing and Rehabilitation Center","7001808N","1555 Rockaway Parkway","Brooklyn","NY","11236","Kings","Metropolitan Area Regional Office - New York City","718-927-6300","http://www.fourseasonsnh.com/","05/20/2020","0","0","SCATTERBEDSAV","23","9","3","40.642799","-73.899612"
"3227","Four Seasons Nursing and Rehabilitation Center","7001808N","1555 Rockaway Parkway","Brooklyn","NY","11236","Kings","Metropolitan Area Regional Office - New York City","718-927-6300","http://www.fourseasonsnh.com/","05/20/2020","0","0","VENTBEDSAV","20","2","1","40.642799","-73.899612"
"3227","Four Seasons Nursing and Rehabilitation Center","7001808N","1555 Rockaway Parkway","Brooklyn","NY","11236","Kings","Metropolitan Area Regional Office - New York City","718-927-6300","http://www.fourseasonsnh.com/","05/20/2020","0","0","ADHCPSLOTSAV","600","600","5","40.642799","-73.899612"
"3230","The Hamlet Rehabilitation and Healthcare Center at Nesconset","5157320N","100 Southern Boulevard","Nesconset","NY","11767","Suffolk","Metropolitan Area Regional Office - Long Island","631-361-8800","http://hamletrehab.com/","05/20/2020","0","0","NHBEDSAV","240","51","5","40.849480","-73.158676"
"3242","James G. Johnston Memorial Nursing Home","0303306N","286 Deyo Hill Road","Johnson City","NY","13790","Broome","Central New York Regional Office","607-798-7818","https://profiles.health.ny.gov/nursing_home/view/150806","05/20/2020","0","0","NHBEDSAV","122","18","4","42.145068","-75.955707"
"3243","Elderwood at Liverpool","3331301N","4800 Bear Road","Liverpool","NY","13088","Onondaga","Central New York Regional Office","315-457-9946","http://www.elderwood.com/location/elderwood-at-liverpool/","05/20/2020","0","0","NHBEDSAV","160","26","5","43.122807","-76.181442"
"3256","Haven Manor Health Care Center,LLC","7003378N","1441 Gateway Boulevard","Far Rockaway","NY","11691","Queens","Metropolitan Area Regional Office - New York City","718-471-1500","https://profiles.health.ny.gov/nursing_home/view/150808","05/20/2020","0","0","NHBEDSAV","240","47","5","40.600983","-73.749962"
"3258","Hollis Park Manor Nursing Home","7003381N","191-06 Hillside Avenue","Hollis","NY","11423","Queens","Metropolitan Area Regional Office - New York City","718-479-1010","https://www.hollisparkmanor.org/","05/13/2020","1","1","NHBEDSAV","80","61","5","40.715927","-73.770912"
"3293","Eddy Memorial Geriatric Center","4102309N","2256 Burdett Avenue","Troy","NY","12180","Rensselaer","Capital District Regional Office","518-274-9890","http://www.sphp.com/eddy-memorial-geriatric-center-cc","05/20/2020","0","0","NHBEDSAV","80","13","4","42.734924","-73.670921"
"3293","Eddy Memorial Geriatric Center","4102309N","2256 Burdett Avenue","Troy","NY","12180","Rensselaer","Capital District Regional Office","518-274-9890","http://www.sphp.com/eddy-memorial-geriatric-center-cc","05/20/2020","0","0","ADHCPSLOTSAV","22","0","0","42.734924","-73.670921"
"3295","Elderwood at Hamburg","1430303N","5775 Maelou Drive","Hamburg","NY","14075","Erie","Western Regional Office - Buffalo","716-648-2820","http://www.elderwood.com/location/elderwood-at-hamburg/","05/20/2020","0","0","NHBEDSAV","166","39","5","42.730587","-78.833969"
"3307","East Neck Nursing & Rehabilitation Center","5150303N","134 Great East Neck Road","West Babylon","NY","11704","Suffolk","Metropolitan Area Regional Office - Long Island","631-422-4800","http://ennrc.com/","05/20/2020","0","0","NHBEDSAV","300","83","5","40.690781","-73.345139"
"3370","Absolut Center for Nursing and Rehabilitation at Westfield, LLC","0675302N","26 Cass Street","Westfield","NY","14787","Chautauqua","Western Regional Office - Buffalo","716-326-4646","http://www.absolutcare.com/locations/?id=63","05/20/2020","0","0","NHBEDSAV","103","17","4","42.328117","-79.572411"
"3374","Jewish Home of Rochester","2750304N","2021 South Winton Road","Rochester","NY","14618","Monroe","Western Regional Office - Rochester","585-427-7760","http://www.jewishseniorlife.org/our-campus/skilled-nursing/","05/20/2020","0","0","NHBEDSAV","328","29","5","43.104618","-77.577599"
"3374","Jewish Home of Rochester","2750304N","2021 South Winton Road","Rochester","NY","14618","Monroe","Western Regional Office - Rochester","585-427-7760","http://www.jewishseniorlife.org/our-campus/skilled-nursing/","05/20/2020","0","0","ADHCPSLOTSAV","100","100","5","43.104618","-77.577599"
"3392","Unity Living Center","2701358N","89 Genesee St","Rochester","NY","14611","Monroe","Western Regional Office - Rochester","585-368-3881","https://www.rochesterregional.org/locations/rochester/unity-living-center","05/20/2020","0","0","NHBEDSAV","120","7","3","43.149010","-77.636139"
"3392","Unity Living Center","2701358N","89 Genesee St","Rochester","NY","14611","Monroe","Western Regional Office - Rochester","585-368-3881","https://www.rochesterregional.org/locations/rochester/unity-living-center","05/20/2020","0","0","VENTBEDSAV","10","1","1","43.149010","-77.636139"
"3401","Beach Gardens Rehab and Nursing Center","7003412N","17-11 Brookhaven Avenue","Far Rockaway","NY","11691","Queens","Metropolitan Area Regional Office - New York City","718-869-8000","http://bgrehabcare.com/","05/20/2020","0","0","NHBEDSAV","163","51","5","40.599018","-73.751686"
"3407","Sapphire Nursing and Rehab at Goshen","3523304N","46 Harriman Drive","Goshen","NY","10924","Orange","Metropolitan Area Regional Office - New Rochelle","845-360-1207","http://goshencare.com/","05/20/2020","0","0","NHBEDSAV","120","30","5","41.389069","-74.318451"
"3407","Sapphire Nursing and Rehab at Goshen","3523304N","46 Harriman Drive","Goshen","NY","10924","Orange","Metropolitan Area Regional Office - New Rochelle","845-360-1207","http://goshencare.com/","05/20/2020","0","0","ADHCPSLOTSAV","40","40","5","41.389069","-74.318451"
"3421","Long Island State Veterans Home","5151310N","SUNY At Stonybrook 100 Patriots Road","Stonybrook","NY","11790","Suffolk","Metropolitan Area Regional Office - Long Island","631-444-8606","http://www.listateveteranshome.org/","05/20/2020","0","0","NHBEDSAV","350","107","5","40.912102","-73.121696"
"3421","Long Island State Veterans Home","5151310N","SUNY At Stonybrook 100 Patriots Road","Stonybrook","NY","11790","Suffolk","Metropolitan Area Regional Office - Long Island","631-444-8606","http://www.listateveteranshome.org/","05/20/2020","0","0","ADHCPSLOTSAV","40","40","5","40.912102","-73.121696"
"3422","St Catherine of Siena Nursing and Rehabilitation Care Center","5157312N","52 Route 25A","Smithtown","NY","11787","Suffolk","Metropolitan Area Regional Office - Long Island","631-862-3900","http://www.stcatherinenursingandrehab.org/","05/20/2020","0","0","NHBEDSAV","240","86","5","40.867664","-73.220200"
"3423","Bellhaven Center for Rehabilitation and Nursing Care","5151321N","110 Beaver Dam Road","Brookhaven","NY","11719","Suffolk","Metropolitan Area Regional Office - Long Island","631-286-8100","http://bellhavencenter.com/","05/20/2020","0","0","NHBEDSAV","240","44","5","40.772404","-72.933739"
"3423","Bellhaven Center for Rehabilitation and Nursing Care","5151321N","110 Beaver Dam Road","Brookhaven","NY","11719","Suffolk","Metropolitan Area Regional Office - Long Island","631-286-8100","http://bellhavencenter.com/","05/20/2020","0","0","ADHCPSLOTSAV","40","40","5","40.772404","-72.933739"
"3433","Smithtown Center for Rehabilitation & Nursing Care","5157314N","391 North Country Road","Smithtown","NY","11787","Suffolk","Metropolitan Area Regional Office - Long Island","631-361-2020","http://www.smithtowncenter.com/","05/20/2020","0","0","NHBEDSAV","162","31","5","40.872643","-73.171196"
"3455","Harris Hill Nursing Facility, LLC","1406301N","2699 Wehrle Drive","Williamsville","NY","14221","Erie","Western Regional Office - Buffalo","716-632-3700","https://www.mcguiregroup.com/locations/harris-hill/","05/20/2020","0","0","NHBEDSAV","192","25","5","42.956268","-78.688560"
"3630","Yorktown Rehabilitation & Nursing Center","5951301N","2300 Catherine Street","Cortlandt Manor","NY","10567","Westchester","Metropolitan Area Regional Office - New Rochelle","914-739-2244","https://yorktownrnc.com/","05/20/2020","0","0","NHBEDSAV","125","37","5","41.282028","-73.849770"
"3765","Salem Hills Rehabilitation and Nursing Center","5960304N","539 Route 22, P.O. Box 360","Purdys","NY","10578","Westchester","Metropolitan Area Regional Office - New Rochelle","914-277-3691","http://waterviewhills.com/","05/20/2020","0","0","NHBEDSAV","126","40","5","41.328899","-73.656799"
"3826","Peconic Bay Skilled Nursing Facility","5155000N","1300 Roanoke Avenue","Riverhead","NY","11901","Suffolk","Metropolitan Area Regional Office - Long Island","631-548-6260","http://www.pbmchealth.org/medical-centers-and-services/skilled-nursing/","05/20/2020","0","0","NHBEDSAV","60","25","5","40.933643","-72.674278"
"3872","White Oaks Rehabilitation and Nursing Center","2952306N","8565 Jericho Turnpike","Woodbury","NY","11797","Nassau","Metropolitan Area Regional Office - Long Island","516-367-3400","http://new.whiteoaksrehab.com/","05/20/2020","0","0","NHBEDSAV","200","76","5","40.819054","-73.456276"
"3902","Elderwood at Hornell","5034300N","One Bethesda Drive","N Hornell","NY","14843","Steuben","Western Regional Office - Rochester","607-324-6900","http://www.elderwood.com/location/elderwood-at-hornell/","05/20/2020","0","0","NHBEDSAV","112","25","5","42.346268","-77.660423"
"3902","Elderwood at Hornell","5034300N","One Bethesda Drive","N Hornell","NY","14843","Steuben","Western Regional Office - Rochester","607-324-6900","http://www.elderwood.com/location/elderwood-at-hornell/","05/20/2020","0","0","ADHCPSLOTSAV","26","26","5","42.346268","-77.660423"
"3909","Dunkirk Rehabilitation & Nursing Center","0601303N","447-449 Lake Shore Drive West","Dunkirk","NY","14048","Chautauqua","Western Regional Office - Buffalo","716-366-6710","https://dunkirkrnc.com/","05/20/2020","0","0","NHBEDSAV","40","7","3","42.484352","-79.352829"
"3910","Eden Rehabilitation & Nursing Center","1461302N","2806 George Street","Eden","NY","14057","Erie","Western Regional Office - Buffalo","716-992-3987","https://edenrnc.com/","05/20/2020","0","0","NHBEDSAV","40","5","2","42.658882","-78.895767"
"3914","St. Josephs Place","3535001N","160 East Main Street","Port Jervis","NY","12771","Orange","Metropolitan Area Regional Office - New Rochelle","845-856-5351","https://www.stanthonycommunityhosp.org/st-josephs--place","05/20/2020","0","0","NHBEDSAV","46","19","4","41.367916","-74.682487"
"3920","Rosewood Rehabilitation and Nursing Center","4101300N","284 Troy Road","Rensselaer","NY","12144","Rensselaer","Capital District Regional Office","518-286-1621","http://www.rosewoodrehabilitation.com/","05/20/2020","0","0","NHBEDSAV","80","15","4","42.643394","-73.698532"
"3928","Brookhaven Health Care Facility, LLC","5123304N","801 Gazzola Blvd","Patchogue","NY","11772","Suffolk","Metropolitan Area Regional Office - Long Island","631-447-8800","https://www.mcguiregroup.com/locations/brookhaven/","05/20/2020","0","0","NHBEDSAV","160","35","5","40.781944","-72.972282"
"3948","Caring Family Nursing and Rehabilitation Center","7003373N","22-41 New Haven Avenue","Far Rockaway","NY","11691","Queens","Metropolitan Area Regional Office - New York City","718-471-3400","https://www.familyofcaring.com/","05/20/2020","0","0","NHBEDSAV","183","26","5","40.601067","-73.756523"
"3984","Elizabeth Seton Children's Center","7002346N","300 Corporate Boulevard South","Yonkers","NY","10701","Westchester","Metropolitan Area Regional Office - New Rochelle","914-294-6300","https://setonpediatric.org/","05/20/2020","0","0","PEDVENTCAP","169","169","5","40.969028","-73.878693"
"3984","Elizabeth Seton Children's Center","7002346N","300 Corporate Boulevard South","Yonkers","NY","10701","Westchester","Metropolitan Area Regional Office - New Rochelle","914-294-6300","https://setonpediatric.org/","05/20/2020","0","0","NHBEDSAV","169","0","0","40.969028","-73.878693"
"3984","Elizabeth Seton Children's Center","7002346N","300 Corporate Boulevard South","Yonkers","NY","10701","Westchester","Metropolitan Area Regional Office - New Rochelle","914-294-6300","https://setonpediatric.org/","05/20/2020","0","0","PEDBEDSAV","169","0","0","40.969028","-73.878693"
"3989","Gurwin Jewish Nursing and Rehabilitation Center","5153307N","68 Hauppauge Road","Commack","NY","11725","Suffolk","Metropolitan Area Regional Office - Long Island","631-499-6500","http://www.gurwin.org/","05/20/2020","0","0","NHBEDSAV","460","90","5","40.828209","-73.299896"
"3989","Gurwin Jewish Nursing and Rehabilitation Center","5153307N","68 Hauppauge Road","Commack","NY","11725","Suffolk","Metropolitan Area Regional Office - Long Island","631-499-6500","http://www.gurwin.org/","05/20/2020","0","0","DIALYSISDEN","12",".","1","40.828209","-73.299896"
"3989","Gurwin Jewish Nursing and Rehabilitation Center","5153307N","68 Hauppauge Road","Commack","NY","11725","Suffolk","Metropolitan Area Regional Office - Long Island","631-499-6500","http://www.gurwin.org/","05/20/2020","0","0","VENTBEDSAV","28","3","2","40.828209","-73.299896"
"3993","Manhattanville Health Care Center","7000387N","311 W 231st Street","Bronx","NY","10463","Bronx","Metropolitan Area Regional Office - New York City","718-601-8400","http://manhattanvillehealthcare.com/","05/20/2020","0","0","NHBEDSAV","200","55","5","40.880962","-73.908524"
"4000","Eddy Village Green","0102001N","421 W Columbia Street","Cohoes","NY","12047","Albany","Capital District Regional Office","518-237-5630","http://www.sphp.com/eddy-village-green-at-cohoes-cc","05/20/2020","0","0","NHBEDSAV","192","12","4","42.772724","-73.725082"
"4037","Bushwick Center for Rehabilitation and Health Care","7001364N","50 Sheffield Avenue","Brooklyn","NY","11207","Kings","Metropolitan Area Regional Office - New York City","718-345-2273","http://bushwickcenter.net/","05/20/2020","0","0","DIALYSISDEN","20",".","1","40.676289","-73.898109"
"4037","Bushwick Center for Rehabilitation and Health Care","7001364N","50 Sheffield Avenue","Brooklyn","NY","11207","Kings","Metropolitan Area Regional Office - New York City","718-345-2273","http://bushwickcenter.net/","05/20/2020","0","0","NHBEDSAV","225","7","3","40.676289","-73.898109"
"4066","North Shore-LIJ Orzac Center for Rehabilitation","2910300N","900 Franklin Avenue","Valley Stream","NY","11580","Nassau","Metropolitan Area Regional Office - Long Island","516-256-6700","https://www.northwell.edu/rehabilitation-network/locations/orzac-center-rehabilitation","05/20/2020","0","0","NHBEDSAV","120","70","5","40.681789","-73.685814"
"4066","North Shore-LIJ Orzac Center for Rehabilitation","2910300N","900 Franklin Avenue","Valley Stream","NY","11580","Nassau","Metropolitan Area Regional Office - Long Island","516-256-6700","https://www.northwell.edu/rehabilitation-network/locations/orzac-center-rehabilitation","05/20/2020","0","0","ADHCPSLOTSAV","35","35","5","40.681789","-73.685814"
"4089","Northwell Health Stern Family Center for Rehabilitation","2951305N","330 Community Drive","Manhasset","NY","11030","Nassau","Metropolitan Area Regional Office - Long Island","516-562-8000","https://www.northwell.edu/rehabilitation-network/locations/northwell-health-stern-family-center-rehabilitation","05/20/2020","0","0","NHBEDSAV","256","45","5","40.773783","-73.699986"
"4092","Pathways Nursing and Rehabilitation Center","4652302N","1805 Providence Avenue","Niskayuna","NY","12309","Schenectady","Capital District Regional Office","518-374-2212","http://www.pathways-rehab.com/","05/20/2020","0","0","PEDVENTCAP","36","36","5","42.829273","-73.897346"
"4092","Pathways Nursing and Rehabilitation Center","4652302N","1805 Providence Avenue","Niskayuna","NY","12309","Schenectady","Capital District Regional Office","518-374-2212","http://www.pathways-rehab.com/","05/20/2020","0","0","NHBEDSAV","112","3","2","42.829273","-73.897346"
"4092","Pathways Nursing and Rehabilitation Center","4652302N","1805 Providence Avenue","Niskayuna","NY","12309","Schenectady","Capital District Regional Office","518-374-2212","http://www.pathways-rehab.com/","05/20/2020","0","0","VENTBEDSAV","20","1","1","42.829273","-73.897346"
"4092","Pathways Nursing and Rehabilitation Center","4652302N","1805 Providence Avenue","Niskayuna","NY","12309","Schenectady","Capital District Regional Office","518-374-2212","http://www.pathways-rehab.com/","05/20/2020","0","0","TBIBEDSAV","36","1","1","42.829273","-73.897346"
"4092","Pathways Nursing and Rehabilitation Center","4652302N","1805 Providence Avenue","Niskayuna","NY","12309","Schenectady","Capital District Regional Office","518-374-2212","http://www.pathways-rehab.com/","05/20/2020","0","0","PEDBEDSAV","36","1","1","42.829273","-73.897346"
"4107","St Johnsville Rehabilitation and Nursing Center","2828300N","7 Timmerman Avenue","St Johnsville","NY","13452","Montgomery","Capital District Regional Office","518-568-5037","http://www.stjrnc.com/","05/13/2020","1","1","NHBEDSAV","120","4","2","42.999020","-74.686768"
"4148","Ellis Residential & Rehabilitation Center","4601001N","600 McClellan Street","Schenectady","NY","12304","Schenectady","Capital District Regional Office","518-243-4100","http://www.ellismedicine.org/nursing-home/","05/20/2020","0","0","NHBEDSAV","82","6","3","42.805138","-73.917587"
"4156","Ira Davenport Memorial Hospital SNF/HRF","5022301N","7571 State Route 54","Bath","NY","14810","Steuben","Western Regional Office - Rochester","607-776-8500","http://www.arnothealth.org/ira-davenport-memorial-hospital","05/20/2020","0","0","NHBEDSAV","120","21","5","42.372952","-77.278656"
"4156","Ira Davenport Memorial Hospital SNF/HRF","5022301N","7571 State Route 54","Bath","NY","14810","Steuben","Western Regional Office - Rochester","607-776-8500","http://www.arnothealth.org/ira-davenport-memorial-hospital","05/20/2020","0","0","ADHCPSLOTSAV","12","12","4","42.372952","-77.278656"
"4217","Slate Valley Center for Rehabilitation and Nursing","5725305N","10421 State Route 40","Granville","NY","12832","Washington","Capital District Regional Office","518-642-2346","https://centershealthcare.com/slate_valley_center/","05/20/2020","0","0","NHBEDSAV","88","4","2","43.451683","-73.363380"
"4285","Hamilton Park Nursing and Rehabilitation Center","7001034N","691 92 Street","Brooklyn","NY","11228","Kings","Metropolitan Area Regional Office - New York City","718-567-1820","http://www.hamiltonparkrehab.com/","05/20/2020","0","0","NHBEDSAV","200","36","5","40.615150","-74.023781"
"4285","Hamilton Park Nursing and Rehabilitation Center","7001034N","691 92 Street","Brooklyn","NY","11228","Kings","Metropolitan Area Regional Office - New York City","718-567-1820","http://www.hamiltonparkrehab.com/","05/20/2020","0","0","SCATTERBEDSAV","25","8","3","40.615150","-74.023781"
"4286","Huntington Living Center","4921302N","369 East Main Street","Waterloo","NY","13165","Seneca","Western Regional Office - Rochester","315-787-4920","http://www.flhealth.org/hlc","05/20/2020","0","0","NHBEDSAV","160","17","4","42.901783","-76.846703"
"4323","Syracuse Home Association","3327301N","7740 Meigs Road","Baldwinsville","NY","13027","Onondaga","Central New York Regional Office","315-638-2521","http://www.mcharrielife.org/","05/13/2020","1","1","NHBEDSAV","120","10","4","43.144634","-76.344734"
"4328","Highbridge Woodycrest Center","7000801N","936 Woodycrest Avenue","Bronx","NY","10452","Bronx","Metropolitan Area Regional Office - New York City","718-579-8875","http://www.highbridgeny.com/","05/20/2020","0","0","NHBEDSAV","87","3","2","40.830883","-73.929268"
"4329","Hope Center for HIV and Nursing Care","7000392N","1401 University Avenue","Bronx","NY","10452","Bronx","Metropolitan Area Regional Office - New York City","718-681-8700","https://centershealthcare.com/hope_center/","05/20/2020","0","0","NHBEDSAV","66","5","2","40.842598","-73.925850"
"4407","Silvercrest","7003372N","144-45 87th Avenue","Jamaica","NY","11435","Queens","Metropolitan Area Regional Office - New York City","718-480-4026","http://www.silvercrest.org/","05/06/2020","2","2","PEDVENTCAP","8",".","1","40.706882","-73.811638"
"4407","Silvercrest","7003372N","144-45 87th Avenue","Jamaica","NY","11435","Queens","Metropolitan Area Regional Office - New York City","718-480-4026","http://www.silvercrest.org/","05/06/2020","2","2","NHBEDSAV","320","48","5","40.706882","-73.811638"
"4407","Silvercrest","7003372N","144-45 87th Avenue","Jamaica","NY","11435","Queens","Metropolitan Area Regional Office - New York City","718-480-4026","http://www.silvercrest.org/","05/06/2020","2","2","SCATTERBEDSAV","21","0","0","40.706882","-73.811638"
"4407","Silvercrest","7003372N","144-45 87th Avenue","Jamaica","NY","11435","Queens","Metropolitan Area Regional Office - New York City","718-480-4026","http://www.silvercrest.org/","05/06/2020","2","2","VENTBEDSAV","80","0","0","40.706882","-73.811638"
"4418","Saints Joachim & Anne Nursing and Rehabilitation Center","7001371N","2720 Surf Avenue","Brooklyn","NY","11224","Kings","Metropolitan Area Regional Office - New York City","718-714-4800","http://www.ssjoachim.org/","04/29/2020","3","3","NHBEDSAV","200","73","5","40.573044","-73.993019"
"4474","Elderwood at Cheektowaga","1455303N","225 Bennett Road","Cheektowaga","NY","14227","Erie","Western Regional Office - Buffalo","716-681-9480","http://www.elderwood.com/location/elderwood-at-cheektowaga/","05/20/2020","0","0","NHBEDSAV","172","27","5","42.889259","-78.747017"
"4494","Crouse Community Center Inc","2623300N","101 South Street","Morrisville","NY","13408","Madison","Central New York Regional Office","315-684-9595","http://www.crousecommunity.com/","05/20/2020","0","0","NHBEDSAV","120","12","4","42.893890","-75.638451"
"4494","Crouse Community Center Inc","2623300N","101 South Street","Morrisville","NY","13408","Madison","Central New York Regional Office","315-684-9595","http://www.crousecommunity.com/","05/20/2020","0","0","ADHCPSLOTSAV","59","59","5","42.893890","-75.638451"
"4501","BronxCare Special Care Center","7000364N","1265 Fulton Avenue","Bronx","NY","10456","Bronx","Metropolitan Area Regional Office - New York City","718-579-7000","https://www.bronxcare.org/","05/13/2020","1","1","NHBEDSAV","240","16","4","40.831654","-73.903900"
"4522","Norwich Rehabilitation & Nursing Center","0824304N","88 Calvary Drive","Norwich","NY","13815","Chenango","Central New York Regional Office","607-336-3915","http://www.norwichrehab.com/","05/20/2020","0","0","NHBEDSAV","80","0","0","42.547398","-75.526253"
"4533","St Marys Center Inc","7002349N","516 West 126th Street","New York","NY","10027","New York","Metropolitan Area Regional Office - New York City","212-662-1826","http://stmarysharlem.com/","05/20/2020","0","0","NHBEDSAV","40","7","3","40.814590","-73.956184"
"4543","St Vincent Depaul Residence","7000366N","900 Intervale Avenue","Bronx","NY","10459","Bronx","Metropolitan Area Regional Office - New York City","917-645-9225","https://www.archcare.org/nursing-homes/san-vicente-de-paul","05/20/2020","0","0","NHBEDSAV","120","25","5","40.819080","-73.896103"
"4549","Eddy Heritage House Nursing and Rehabilitation Center","4102311N","2920 Tibbits Avenue","Troy","NY","12180","Rensselaer","Capital District Regional Office","518-274-4125","http://www.sphp.com/eddy-heritage-house-cc","05/13/2020","1","1","NHBEDSAV","120","14","4","42.731152","-73.662971"
"4551","Ghent Rehabilitation & Nursing Center","1059302N","1 Whittier Way","Ghent","NY","12075","Columbia","Capital District Regional Office","518-828-0800","http://www.whittierhealth.com/nursing_homes/whittier_rehab.html","05/20/2020","0","0","NHBEDSAV","120","4","2","42.284801","-73.703201"
"4552","Luxor Nursing and Rehabilitation at Sayville","5154327N","300 Broadway Avenue","Sayville","NY","11782","Suffolk","Metropolitan Area Regional Office - Long Island","631-567-9300","http://www.sayvilleluxor.com/","05/20/2020","0","0","NHBEDSAV","180","36","5","40.764141","-73.066551"
"4555","Iroquois Nursing Home Inc","3353300N","4600 Southwood Heights Drive","Jamesville","NY","13078","Onondaga","Central New York Regional Office","315-469-1300","http://www.iroquoisnursing.com/","05/20/2020","0","0","NHBEDSAV","160","20","5","42.995564","-76.120010"
"4710","Ten Broeck Center for Rehabilitation & Nursing","5567303N","One Commons Drive","Lake Katrine","NY","12449","Ulster","Metropolitan Area Regional Office - New Rochelle","845-336-6666","http://www.tenbroeckcommons.com/","05/20/2020","0","0","NHBEDSAV","258","71","5","41.991867","-73.996162"
"4710","Ten Broeck Center for Rehabilitation & Nursing","5567303N","One Commons Drive","Lake Katrine","NY","12449","Ulster","Metropolitan Area Regional Office - New Rochelle","845-336-6666","http://www.tenbroeckcommons.com/","05/20/2020","0","0","ADHCPSLOTSAV","10","10","4","41.991867","-73.996162"
"4755","Our Lady of Mercy Life Center","0155301N","2 Mercycare Lane","Guilderland","NY","12084","Albany","Capital District Regional Office","518-464-8100","http://www.sphcs.org/OurLadyofMercyLifeCenter","05/20/2020","0","0","NHBEDSAV","160","48","5","42.701206","-73.904831"
"4772","Rosa Coplon Jewish Home and Infirmary","1451304N","2700 North Forest Road","Getzville","NY","14068","Erie","Western Regional Office - Buffalo","716-639-3330","https://www.weinbergcampus.org/Skilled-Nursing-Rehab/Rosa-Coplon-Living-Center.aspx","05/13/2020","1","1","NHBEDSAV","180","45","5","43.015533","-78.786102"
"4799","Guthrie Cortland Medical Center","1101306N","134 Homer Avenue","Cortland","NY","13045","Cortland","Central New York Regional Office","607-756-3909","http://www.cortlandregional.org/medical-services/nursing-rehabilitation-center","05/20/2020","0","0","NHBEDSAV","80","11","4","42.609051","-76.186195"
"4799","Guthrie Cortland Medical Center","1101306N","134 Homer Avenue","Cortland","NY","13045","Cortland","Central New York Regional Office","607-756-3909","http://www.cortlandregional.org/medical-services/nursing-rehabilitation-center","05/20/2020","0","0","ADHCPSLOTSAV","34","0","0","42.609051","-76.186195"
"4808","Edna Tina Wilson Living Center","2754304N","700 Island Cottage Road","Rochester","NY","14612","Monroe","Western Regional Office - Rochester","585-368-6100","https://www.rochesterregional.org/locations/rochester/edna-tina-wilson-living-center","05/20/2020","0","0","NHBEDSAV","120","24","5","43.266117","-77.663773"
"4808","Edna Tina Wilson Living Center","2754304N","700 Island Cottage Road","Rochester","NY","14612","Monroe","Western Regional Office - Rochester","585-368-6100","https://www.rochesterregional.org/locations/rochester/edna-tina-wilson-living-center","05/20/2020","0","0","ADHCPSLOTSAV","24","24","5","43.266117","-77.663773"
"4814","Throgs Neck Rehabilitation & Nursing Center","7000386N","707 Throgs Neck Expressway","Bronx","NY","10465","Bronx","Metropolitan Area Regional Office - New York City","718-430-0003","http://throgsneckrehab.com/","04/22/2020","4","4","NHBEDSAV","205","50","5","40.827648","-73.818275"
"4815","NYS Veterans Home In NYC","7003383N","178-50 Linden Blvd","Jamaica","NY","11434","Queens","Metropolitan Area Regional Office - New York City","718-990-0329","http://www.nysvets.org/homes/stalbans/default.aspx","05/06/2020","2","2","NHBEDSAV","250","92","5","40.692551","-73.769135"
"4823","Richmond Center for Rehabilitation and Specialty Healthcare","7004324N","91 Tompkins Avenue","Staten Island","NY","10304","Richmond","Metropolitan Area Regional Office - New York City","718-876-1200","https://centershealthcare.com/richmond_center/","05/20/2020","0","0","NHBEDSAV","372","11","4","40.622379","-74.078377"
"4823","Richmond Center for Rehabilitation and Specialty Healthcare","7004324N","91 Tompkins Avenue","Staten Island","NY","10304","Richmond","Metropolitan Area Regional Office - New York City","718-876-1200","https://centershealthcare.com/richmond_center/","05/20/2020","0","0","VENTBEDSAV","28","3","2","40.622379","-74.078377"
"4823","Richmond Center for Rehabilitation and Specialty Healthcare","7004324N","91 Tompkins Avenue","Staten Island","NY","10304","Richmond","Metropolitan Area Regional Office - New York City","718-876-1200","https://centershealthcare.com/richmond_center/","05/20/2020","0","0","TBIBEDSAV","144","3","2","40.622379","-74.078377"
