Measurement Year,Measurement Period,Program Type,Plan Name,Plan ID,CG Area,CG Domain,Domain Rating,Measure Name,Measure Category,Measure Type,Region,Critical Value,Average of Critical Values,Domain Score,Average of Domain Scores,Standard Deviation of Domain Scores,Total Stars,Average of Total Stars,Standard Deviation of Total Stars,Member Services Phone Numbers,Web Sites
2018,2018 January - June,PARTIAL,Senior Whole Health Partial,3459881,Stability or Improvement,ADL Stable or Improved,1,ADL Stable or Improved,Quality,Over-Time,Hudson Valley,3.29,3.29,-9.88,0.1,4.33,27,36,5.26,1-877-353-0185,www.seniorwholehealth.com
2018,2018 January - June,PARTIAL,Senior Whole Health Partial,3459881,Stability or Improvement,Pain Intensity Stable or Improved,1,Pain Intensity Stable or Improved,Quality,Over-Time,Hudson Valley,3.29,3.29,-7.64,-0.62,4.13,27,36,5.26,1-877-353-0185,www.seniorwholehealth.com
2018,2018 January - June,PARTIAL,Senior Whole Health Partial,3459881,Stability or Improvement,Shortness of Breath Stable or Improved,1,Shortness of Breath Stable or Improved,Quality,Over-Time,Hudson Valley,3.29,3.29,-9.88,-0.34,4.81,27,36,5.26,1-877-353-0185,www.seniorwholehealth.com
2018,2018 January - June,PARTIAL,Senior Whole Health Partial,3459881,Stability or Improvement,Urinary Continence Stable or Improved,1,Urinary Continence Stable or Improved,Quality,Over-Time,Hudson Valley,3.29,3.29,-9.88,0.11,3.8,27,36,5.26,1-877-353-0185,www.seniorwholehealth.com
2018,2018 January - June,PARTIAL,Senior Whole Health Partial,3459881,Overall,Overall,1,Overall,Overall,Overall,New York City,,,,,,,,,1-877-353-0185,www.seniorwholehealth.com
2018,2018 January - June,PARTIAL,Senior Whole Health Partial,3459881,Preventive Care,Advance Directives,1,Talked About Appointing for Health Decisions,Quality,Prevalence,New York City,1.69,1.69,-1.08,0.23,1,27,36,5.26,1-877-353-0185,www.seniorwholehealth.com
2018,2018 January - June,PARTIAL,Senior Whole Health Partial,3459881,Preventive Care,Patient Safety,3,No falls with Injury,Quality,Prevalence,New York City,3.29,3.29,0.7,-0.56,3.79,27,36,5.26,1-877-353-0185,www.seniorwholehealth.com
2018,2018 January - June,PARTIAL,Senior Whole Health Partial,3459881,Preventive Care,Prevention,5,Dental Exam,Quality,Prevalence,New York City,3.29,3.29,4.52,-1.03,4.31,27,36,5.26,1-877-353-0185,www.seniorwholehealth.com
2018,2018 January - June,PARTIAL,Senior Whole Health Partial,3459881,Preventive Care,Prevention,5,Eye Exam,Quality,Prevalence,New York City,3.29,3.29,4.52,-1.03,4.31,27,36,5.26,1-877-353-0185,www.seniorwholehealth.com
2018,2018 January - June,PARTIAL,Senior Whole Health Partial,3459881,Preventive Care,Prevention,5,Influenza Vaccination,Quality,Prevalence,New York City,3.29,3.29,4.52,-1.03,4.31,27,36,5.26,1-877-353-0185,www.seniorwholehealth.com
2018,2018 January - June,PARTIAL,Senior Whole Health Partial,3459881,Preventive Care,Prevention,5,Hearing Exam,Quality,Prevalence,New York City,3.29,3.29,4.52,-1.03,4.31,27,36,5.26,1-877-353-0185,www.seniorwholehealth.com
2018,2018 January - June,PARTIAL,Senior Whole Health Partial,3459881,Preventive Care,Prevention,5,Mammogram,Quality,Prevalence,New York City,3.25,3.29,4.52,-1.03,4.31,27,36,5.26,1-877-353-0185,www.seniorwholehealth.com
2018,2018 January - June,PARTIAL,Senior Whole Health Partial,3459881,Preventive Care,Prevention,5,Pneumococcal Vaccination,Quality,Prevalence,New York City,3.29,3.29,4.52,-1.03,4.31,27,36,5.26,1-877-353-0185,www.seniorwholehealth.com
2018,2018 January - June,PARTIAL,Senior Whole Health Partial,3459881,Quality of Life,Quality of Life,3,Not Lonely or Not Distressed,Quality,Prevalence,New York City,3.29,2.49,-1.68,-0.51,3.27,27,36,5.26,1-877-353-0185,www.seniorwholehealth.com
2018,2018 January - June,PARTIAL,Senior Whole Health Partial,3459881,Quality of Life,Quality of Life,3,Involved in Decisions,Satisfaction,Prevalence,New York City,1.69,2.49,-1.68,-0.51,3.27,27,36,5.26,1-877-353-0185,www.seniorwholehealth.com
2018,2018 January - June,PARTIAL,Senior Whole Health Partial,3459881,Satisfaction with Care,Rating of Care Manager,3,Rating of Care Manager,Satisfaction,Prevalence,New York City,1.69,1.69,0.24,0.01,1,27,36,5.26,1-877-353-0185,www.seniorwholehealth.com
2018,2018 January - June,PARTIAL,Senior Whole Health Partial,3459881,Satisfaction with Care,Rating of Health Plan,2,Rating of Health Plan,Satisfaction,Prevalence,New York City,1.69,1.69,-1.27,-0.04,1,27,36,5.26,1-877-353-0185,www.seniorwholehealth.com
2018,2018 January - June,PARTIAL,Senior Whole Health Partial,3459881,Satisfaction with Care,Rating of Regular Visiting Nurse,3,Rating of Regular Visiting Nurse,Satisfaction,Prevalence,New York City,1.69,1.69,0.13,-0.05,1,27,36,5.26,1-877-353-0185,www.seniorwholehealth.com
2018,2018 January - June,PARTIAL,Senior Whole Health Partial,3459881,Satisfaction with Care,Timeliness of Aide,3,Timeliness of Home Health Aide,Satisfaction,Prevalence,New York City,1.69,1.69,0.28,-0.1,1,27,36,5.26,1-877-353-0185,www.seniorwholehealth.com
2018,2018 January - June,PARTIAL,Senior Whole Health Partial,3459881,Stability or Improvement,ADL Stable or Improved,1,ADL Stable or Improved,Quality,Over-Time,New York City,3.29,3.29,-9.88,0.1,4.33,27,36,5.26,1-877-353-0185,www.seniorwholehealth.com
2018,2018 January - June,PARTIAL,Senior Whole Health Partial,3459881,Stability or Improvement,Pain Intensity Stable or Improved,1,Pain Intensity Stable or Improved,Quality,Over-Time,New York City,3.29,3.29,-7.64,-0.62,4.13,27,36,5.26,1-877-353-0185,www.seniorwholehealth.com
2018,2018 January - June,PARTIAL,Senior Whole Health Partial,3459881,Stability or Improvement,Shortness of Breath Stable or Improved,1,Shortness of Breath Stable or Improved,Quality,Over-Time,New York City,3.29,3.29,-9.88,-0.34,4.81,27,36,5.26,1-877-353-0185,www.seniorwholehealth.com
2018,2018 January - June,PARTIAL,Senior Whole Health Partial,3459881,Stability or Improvement,Urinary Continence Stable or Improved,1,Urinary Continence Stable or Improved,Quality,Over-Time,New York City,3.29,3.29,-9.88,0.11,3.8,27,36,5.26,1-877-353-0185,www.seniorwholehealth.com
2018,2018 January - June,FIDA,SWH Whole Health FIDA,3897289,Overall,Overall,3,Overall,Overall,Overall,New York City,,,,,,,,,1-844-861-3432,www.seniorwholehealth.com
2018,2018 January - June,FIDA,SWH Whole Health FIDA,3897289,Preventive Care,Advance Directives,N/A,Talked About Appointing for Health Decisions,Quality,Prevalence,New York City,1.69,,0.23,0.23,1,34,36,5.26,1-844-861-3432,www.seniorwholehealth.com
2018,2018 January - June,FIDA,SWH Whole Health FIDA,3897289,Preventive Care,Patient Safety,3,No falls with Injury,Quality,Prevalence,New York City,3.29,3.29,1.19,-0.56,3.79,34,36,5.26,1-844-861-3432,www.seniorwholehealth.com
2018,2018 January - June,FIDA,SWH Whole Health FIDA,3897289,Preventive Care,Prevention,2,Dental Exam,Quality,Prevalence,New York City,3.29,3.29,-3.65,-1.03,4.31,34,36,5.26,1-844-861-3432,www.seniorwholehealth.com
2018,2018 January - June,FIDA,SWH Whole Health FIDA,3897289,Preventive Care,Prevention,2,Eye Exam,Quality,Prevalence,New York City,3.29,3.29,-3.65,-1.03,4.31,34,36,5.26,1-844-861-3432,www.seniorwholehealth.com
2018,2018 January - June,FIDA,SWH Whole Health FIDA,3897289,Preventive Care,Prevention,2,Influenza Vaccination,Quality,Prevalence,New York City,3.29,3.29,-3.65,-1.03,4.31,34,36,5.26,1-844-861-3432,www.seniorwholehealth.com
2018,2018 January - June,FIDA,SWH Whole Health FIDA,3897289,Preventive Care,Prevention,2,Hearing Exam,Quality,Prevalence,New York City,3.29,3.29,-3.65,-1.03,4.31,34,36,5.26,1-844-861-3432,www.seniorwholehealth.com
2018,2018 January - June,FIDA,SWH Whole Health FIDA,3897289,Preventive Care,Prevention,2,Mammogram,Quality,Prevalence,New York City,3.25,3.29,-3.65,-1.03,4.31,34,36,5.26,1-844-861-3432,www.seniorwholehealth.com
2018,2018 January - June,FIDA,SWH Whole Health FIDA,3897289,Preventive Care,Prevention,2,Pneumococcal Vaccination,Quality,Prevalence,New York City,3.29,3.29,-3.65,-1.03,4.31,34,36,5.26,1-844-861-3432,www.seniorwholehealth.com
2018,2018 January - June,FIDA,SWH Whole Health FIDA,3897289,Quality of Life,Quality of Life,3,Not Lonely or Not Distressed,Quality,Prevalence,New York City,3.29,3.29,-1.18,-0.51,3.27,34,36,5.26,1-844-861-3432,www.seniorwholehealth.com
2018,2018 January - June,FIDA,SWH Whole Health FIDA,3897289,Quality of Life,Quality of Life,3,Involved in Decisions,Satisfaction,Prevalence,New York City,1.69,3.29,-1.18,-0.51,3.27,34,36,5.26,1-844-861-3432,www.seniorwholehealth.com
2018,2018 January - June,FIDA,SWH Whole Health FIDA,3897289,Satisfaction with Care,Rating of Care Manager,N/A,Rating of Care Manager,Satisfaction,Prevalence,New York City,1.69,,0.01,0.01,1,34,36,5.26,1-844-861-3432,www.seniorwholehealth.com
2018,2018 January - June,FIDA,SWH Whole Health FIDA,3897289,Satisfaction with Care,Rating of Health Plan,N/A,Rating of Health Plan,Satisfaction,Prevalence,New York City,1.69,,-0.04,-0.04,1,34,36,5.26,1-844-861-3432,www.seniorwholehealth.com
2018,2018 January - June,FIDA,SWH Whole Health FIDA,3897289,Satisfaction with Care,Rating of Regular Visiting Nurse,N/A,Rating of Regular Visiting Nurse,Satisfaction,Prevalence,New York City,1.69,,-0.05,-0.05,1,34,36,5.26,1-844-861-3432,www.seniorwholehealth.com
2018,2018 January - June,FIDA,SWH Whole Health FIDA,3897289,Satisfaction with Care,Timeliness of Aide,N/A,Timeliness of Home Health Aide,Satisfaction,Prevalence,New York City,1.69,,-0.1,-0.1,1,34,36,5.26,1-844-861-3432,www.seniorwholehealth.com
2018,2018 January - June,FIDA,SWH Whole Health FIDA,3897289,Stability or Improvement,ADL Stable or Improved,2,ADL Stable or Improved,Quality,Over-Time,New York City,3.29,3.29,-3.72,0.1,4.33,34,36,5.26,1-844-861-3432,www.seniorwholehealth.com
2018,2018 January - June,FIDA,SWH Whole Health FIDA,3897289,Stability or Improvement,Pain Intensity Stable or Improved,3,Pain Intensity Stable or Improved,Quality,Over-Time,New York City,3.29,3.29,-0.67,-0.62,4.13,34,36,5.26,1-844-861-3432,www.seniorwholehealth.com
2018,2018 January - June,FIDA,SWH Whole Health FIDA,3897289,Stability or Improvement,Shortness of Breath Stable or Improved,3,Shortness of Breath Stable or Improved,Quality,Over-Time,New York City,3.29,3.29,0.26,-0.34,4.81,34,36,5.26,1-844-861-3432,www.seniorwholehealth.com
2018,2018 January - June,FIDA,SWH Whole Health FIDA,3897289,Stability or Improvement,Urinary Continence Stable or Improved,3,Urinary Continence Stable or Improved,Quality,Over-Time,New York City,3.29,3.29,-1.74,0.11,3.8,34,36,5.26,1-844-861-3432,www.seniorwholehealth.com
2018,2018 January - June,PACE,Total Senior Care,3056544,Overall,Overall,3,Overall,Overall,Overall,Western,,,,,,,,,1-866-939-8613,www.totalseniorcare.org
2018,2018 January - June,PACE,Total Senior Care,3056544,Preventive Care,Advance Directives,5,Talked About Appointing for Health Decisions,Quality,Prevalence,Western,1.69,1.69,2.09,0.23,1,34,36,5.26,1-866-939-8613,www.totalseniorcare.org
2018,2018 January - June,PACE,Total Senior Care,3056544,Preventive Care,Patient Safety,2,No falls with Injury,Quality,Prevalence,Western,3.29,3.29,-3.89,-0.56,3.79,34,36,5.26,1-866-939-8613,www.totalseniorcare.org
2018,2018 January - June,PACE,Total Senior Care,3056544,Preventive Care,Prevention,3,Dental Exam,Quality,Prevalence,Western,3.29,3.29,-2.11,-1.03,4.31,34,36,5.26,1-866-939-8613,www.totalseniorcare.org
2018,2018 January - June,PACE,Total Senior Care,3056544,Preventive Care,Prevention,3,Eye Exam,Quality,Prevalence,Western,3.29,3.29,-2.11,-1.03,4.31,34,36,5.26,1-866-939-8613,www.totalseniorcare.org
2018,2018 January - June,PACE,Total Senior Care,3056544,Preventive Care,Prevention,3,Influenza Vaccination,Quality,Prevalence,Western,3.29,3.29,-2.11,-1.03,4.31,34,36,5.26,1-866-939-8613,www.totalseniorcare.org
2018,2018 January - June,PACE,Total Senior Care,3056544,Preventive Care,Prevention,3,Hearing Exam,Quality,Prevalence,Western,3.29,3.29,-2.11,-1.03,4.31,34,36,5.26,1-866-939-8613,www.totalseniorcare.org
2018,2018 January - June,PACE,Total Senior Care,3056544,Preventive Care,Prevention,3,Mammogram,Quality,Prevalence,Western,3.25,3.29,-2.11,-1.03,4.31,34,36,5.26,1-866-939-8613,www.totalseniorcare.org
2018,2018 January - June,PACE,Total Senior Care,3056544,Preventive Care,Prevention,3,Pneumococcal Vaccination,Quality,Prevalence,Western,3.29,3.29,-2.11,-1.03,4.31,34,36,5.26,1-866-939-8613,www.totalseniorcare.org
2018,2018 January - June,PACE,Total Senior Care,3056544,Quality of Life,Quality of Life,1,Not Lonely or Not Distressed,Quality,Prevalence,Western,3.29,3.29,-6.23,-0.51,3.27,34,36,5.26,1-866-939-8613,www.totalseniorcare.org
2018,2018 January - June,PACE,Total Senior Care,3056544,Quality of Life,Quality of Life,1,Involved in Decisions,Satisfaction,Prevalence,Western,1.69,3.29,-6.23,-0.51,3.27,34,36,5.26,1-866-939-8613,www.totalseniorcare.org
2018,2018 January - June,PACE,Total Senior Care,3056544,Satisfaction with Care,Rating of Care Manager,N/A,Rating of Care Manager,Satisfaction,Prevalence,Western,1.69,,0.01,0.01,1,34,36,5.26,1-866-939-8613,www.totalseniorcare.org
2018,2018 January - June,PACE,Total Senior Care,3056544,Satisfaction with Care,Rating of Health Plan,N/A,Rating of Health Plan,Satisfaction,Prevalence,Western,1.69,,-0.04,-0.04,1,34,36,5.26,1-866-939-8613,www.totalseniorcare.org
2018,2018 January - June,PACE,Total Senior Care,3056544,Satisfaction with Care,Rating of Regular Visiting Nurse,N/A,Rating of Regular Visiting Nurse,Satisfaction,Prevalence,Western,1.69,,-0.05,-0.05,1,34,36,5.26,1-866-939-8613,www.totalseniorcare.org
2018,2018 January - June,PACE,Total Senior Care,3056544,Satisfaction with Care,Timeliness of Aide,N/A,Timeliness of Home Health Aide,Satisfaction,Prevalence,Western,1.69,,-0.1,-0.1,1,34,36,5.26,1-866-939-8613,www.totalseniorcare.org
2018,2018 January - June,PACE,Total Senior Care,3056544,Stability or Improvement,ADL Stable or Improved,3,ADL Stable or Improved,Quality,Over-Time,Western,3.29,3.29,0.94,0.1,4.33,34,36,5.26,1-866-939-8613,www.totalseniorcare.org
2018,2018 January - June,PACE,Total Senior Care,3056544,Stability or Improvement,Pain Intensity Stable or Improved,2,Pain Intensity Stable or Improved,Quality,Over-Time,Western,3.29,3.29,-4.6,-0.62,4.13,34,36,5.26,1-866-939-8613,www.totalseniorcare.org
2018,2018 January - June,PACE,Total Senior Care,3056544,Stability or Improvement,Shortness of Breath Stable or Improved,3,Shortness of Breath Stable or Improved,Quality,Over-Time,Western,3.29,3.29,-2.08,-0.34,4.81,34,36,5.26,1-866-939-8613,www.totalseniorcare.org
2018,2018 January - June,PACE,Total Senior Care,3056544,Stability or Improvement,Urinary Continence Stable or Improved,3,Urinary Continence Stable or Improved,Quality,Over-Time,Western,3.29,3.29,1.3,0.11,3.8,34,36,5.26,1-866-939-8613,www.totalseniorcare.org
2018,2018 January - June,PARTIAL,United Health Personal Assist,3439663,Overall,Overall,2,Overall,Overall,Overall,New York City,,,,,,,,,1-855-345-6582,www.uhccommunityplan.com
2018,2018 January - June,PARTIAL,United Health Personal Assist,3439663,Preventive Care,Advance Directives,2,Talked About Appointing for Health Decisions,Quality,Prevalence,New York City,1.69,1.69,-0.5,0.23,1,30,36,5.26,1-855-345-6582,www.uhccommunityplan.com
2018,2018 January - June,PARTIAL,United Health Personal Assist,3439663,Preventive Care,Patient Safety,4,No falls with Injury,Quality,Prevalence,New York City,3.29,3.29,4.05,-0.56,3.79,30,36,5.26,1-855-345-6582,www.uhccommunityplan.com
2018,2018 January - June,PARTIAL,United Health Personal Assist,3439663,Preventive Care,Prevention,2,Dental Exam,Quality,Prevalence,New York City,3.29,3.29,-5.47,-1.03,4.31,30,36,5.26,1-855-345-6582,www.uhccommunityplan.com
2018,2018 January - June,PARTIAL,United Health Personal Assist,3439663,Preventive Care,Prevention,2,Eye Exam,Quality,Prevalence,New York City,3.29,3.29,-5.47,-1.03,4.31,30,36,5.26,1-855-345-6582,www.uhccommunityplan.com
2018,2018 January - June,PARTIAL,United Health Personal Assist,3439663,Preventive Care,Prevention,2,Influenza Vaccination,Quality,Prevalence,New York City,3.29,3.29,-5.47,-1.03,4.31,30,36,5.26,1-855-345-6582,www.uhccommunityplan.com
2018,2018 January - June,PARTIAL,United Health Personal Assist,3439663,Preventive Care,Prevention,2,Hearing Exam,Quality,Prevalence,New York City,3.29,3.29,-5.47,-1.03,4.31,30,36,5.26,1-855-345-6582,www.uhccommunityplan.com
2018,2018 January - June,PARTIAL,United Health Personal Assist,3439663,Preventive Care,Prevention,2,Mammogram,Quality,Prevalence,New York City,3.25,3.29,-5.47,-1.03,4.31,30,36,5.26,1-855-345-6582,www.uhccommunityplan.com
2018,2018 January - June,PARTIAL,United Health Personal Assist,3439663,Preventive Care,Prevention,2,Pneumococcal Vaccination,Quality,Prevalence,New York City,3.29,3.29,-5.47,-1.03,4.31,30,36,5.26,1-855-345-6582,www.uhccommunityplan.com
2018,2018 January - June,PARTIAL,United Health Personal Assist,3439663,Quality of Life,Quality of Life,2,Not Lonely or Not Distressed,Quality,Prevalence,New York City,3.29,2.49,-3.55,-0.51,3.27,30,36,5.26,1-855-345-6582,www.uhccommunityplan.com
2018,2018 January - June,PARTIAL,United Health Personal Assist,3439663,Quality of Life,Quality of Life,2,Involved in Decisions,Satisfaction,Prevalence,New York City,1.69,2.49,-3.55,-0.51,3.27,30,36,5.26,1-855-345-6582,www.uhccommunityplan.com
2018,2018 January - June,PARTIAL,United Health Personal Assist,3439663,Satisfaction with Care,Rating of Care Manager,3,Rating of Care Manager,Satisfaction,Prevalence,New York City,1.69,1.69,0.26,0.01,1,30,36,5.26,1-855-345-6582,www.uhccommunityplan.com
2018,2018 January - June,PARTIAL,United Health Personal Assist,3439663,Satisfaction with Care,Rating of Health Plan,4,Rating of Health Plan,Satisfaction,Prevalence,New York City,1.69,1.69,0.72,-0.04,1,30,36,5.26,1-855-345-6582,www.uhccommunityplan.com
2018,2018 January - June,PARTIAL,United Health Personal Assist,3439663,Satisfaction with Care,Rating of Regular Visiting Nurse,3,Rating of Regular Visiting Nurse,Satisfaction,Prevalence,New York City,1.69,1.69,0.39,-0.05,1,30,36,5.26,1-855-345-6582,www.uhccommunityplan.com
2018,2018 January - June,PARTIAL,United Health Personal Assist,3439663,Satisfaction with Care,Timeliness of Aide,3,Timeliness of Home Health Aide,Satisfaction,Prevalence,New York City,1.69,1.69,0.29,-0.1,1,30,36,5.26,1-855-345-6582,www.uhccommunityplan.com
2018,2018 January - June,PARTIAL,United Health Personal Assist,3439663,Stability or Improvement,ADL Stable or Improved,2,ADL Stable or Improved,Quality,Over-Time,New York City,3.29,3.29,-2.76,0.1,4.33,30,36,5.26,1-855-345-6582,www.uhccommunityplan.com
2018,2018 January - June,PARTIAL,United Health Personal Assist,3439663,Stability or Improvement,Pain Intensity Stable or Improved,2,Pain Intensity Stable or Improved,Quality,Over-Time,New York City,3.29,3.29,-3.18,-0.62,4.13,30,36,5.26,1-855-345-6582,www.uhccommunityplan.com
2018,2018 January - June,PARTIAL,United Health Personal Assist,3439663,Stability or Improvement,Shortness of Breath Stable or Improved,1,Shortness of Breath Stable or Improved,Quality,Over-Time,New York City,3.29,3.29,-9.88,-0.34,4.81,30,36,5.26,1-855-345-6582,www.uhccommunityplan.com
2018,2018 January - June,PARTIAL,United Health Personal Assist,3439663,Stability or Improvement,Urinary Continence Stable or Improved,2,Urinary Continence Stable or Improved,Quality,Over-Time,New York City,3.29,3.29,-2.55,0.11,3.8,30,36,5.26,1-855-345-6582,www.uhccommunityplan.com
2018,2018 January - June,PARTIAL,VillageCareMAX,3420399,Overall,Overall,5,Overall,Overall,Overall,New York City,,,,,,,,,1-800-469-6292,www.villagecaremax.org
2018,2018 January - June,PARTIAL,VillageCareMAX,3420399,Preventive Care,Advance Directives,3,Talked About Appointing for Health Decisions,Quality,Prevalence,New York City,1.69,1.69,0.74,0.23,1,43,36,5.26,1-800-469-6292,www.villagecaremax.org
2018,2018 January - June,PARTIAL,VillageCareMAX,3420399,Preventive Care,Patient Safety,5,No falls with Injury,Quality,Prevalence,New York City,3.29,3.29,5.24,-0.56,3.79,43,36,5.26,1-800-469-6292,www.villagecaremax.org
2018,2018 January - June,PARTIAL,VillageCareMAX,3420399,Preventive Care,Prevention,4,Dental Exam,Quality,Prevalence,New York City,3.29,3.29,1.54,-1.03,4.31,43,36,5.26,1-800-469-6292,www.villagecaremax.org
2018,2018 January - June,PARTIAL,VillageCareMAX,3420399,Preventive Care,Prevention,4,Eye Exam,Quality,Prevalence,New York City,3.29,3.29,1.54,-1.03,4.31,43,36,5.26,1-800-469-6292,www.villagecaremax.org
2018,2018 January - June,PARTIAL,VillageCareMAX,3420399,Preventive Care,Prevention,4,Influenza Vaccination,Quality,Prevalence,New York City,3.29,3.29,1.54,-1.03,4.31,43,36,5.26,1-800-469-6292,www.villagecaremax.org
2018,2018 January - June,PARTIAL,VillageCareMAX,3420399,Preventive Care,Prevention,4,Hearing Exam,Quality,Prevalence,New York City,3.29,3.29,1.54,-1.03,4.31,43,36,5.26,1-800-469-6292,www.villagecaremax.org
2018,2018 January - June,PARTIAL,VillageCareMAX,3420399,Preventive Care,Prevention,4,Mammogram,Quality,Prevalence,New York City,3.25,3.29,1.54,-1.03,4.31,43,36,5.26,1-800-469-6292,www.villagecaremax.org
2018,2018 January - June,PARTIAL,VillageCareMAX,3420399,Preventive Care,Prevention,4,Pneumococcal Vaccination,Quality,Prevalence,New York City,3.29,3.29,1.54,-1.03,4.31,43,36,5.26,1-800-469-6292,www.villagecaremax.org
2018,2018 January - June,PARTIAL,VillageCareMAX,3420399,Quality of Life,Quality of Life,3,Not Lonely or Not Distressed,Quality,Prevalence,New York City,3.29,2.49,0,-0.51,3.27,43,36,5.26,1-800-469-6292,www.villagecaremax.org
2018,2018 January - June,PARTIAL,VillageCareMAX,3420399,Quality of Life,Quality of Life,3,Involved in Decisions,Satisfaction,Prevalence,New York City,1.69,2.49,0,-0.51,3.27,43,36,5.26,1-800-469-6292,www.villagecaremax.org
2018,2018 January - June,PARTIAL,VillageCareMAX,3420399,Satisfaction with Care,Rating of Care Manager,3,Rating of Care Manager,Satisfaction,Prevalence,New York City,1.69,1.69,0.43,0.01,1,43,36,5.26,1-800-469-6292,www.villagecaremax.org
2018,2018 January - June,PARTIAL,VillageCareMAX,3420399,Satisfaction with Care,Rating of Health Plan,2,Rating of Health Plan,Satisfaction,Prevalence,New York City,1.69,1.69,-1.19,-0.04,1,43,36,5.26,1-800-469-6292,www.villagecaremax.org
2018,2018 January - June,PARTIAL,VillageCareMAX,3420399,Satisfaction with Care,Rating of Regular Visiting Nurse,3,Rating of Regular Visiting Nurse,Satisfaction,Prevalence,New York City,1.69,1.69,-0.17,-0.05,1,43,36,5.26,1-800-469-6292,www.villagecaremax.org
2018,2018 January - June,PARTIAL,VillageCareMAX,3420399,Satisfaction with Care,Timeliness of Aide,3,Timeliness of Home Health Aide,Satisfaction,Prevalence,New York City,1.69,1.69,-0.06,-0.1,1,43,36,5.26,1-800-469-6292,www.villagecaremax.org
2018,2018 January - June,PARTIAL,VillageCareMAX,3420399,Stability or Improvement,ADL Stable or Improved,3,ADL Stable or Improved,Quality,Over-Time,New York City,3.29,3.29,0.82,0.1,4.33,43,36,5.26,1-800-469-6292,www.villagecaremax.org
2018,2018 January - June,PARTIAL,VillageCareMAX,3420399,Stability or Improvement,Pain Intensity Stable or Improved,4,Pain Intensity Stable or Improved,Quality,Over-Time,New York City,3.29,3.29,4.51,-0.62,4.13,43,36,5.26,1-800-469-6292,www.villagecaremax.org
2018,2018 January - June,PARTIAL,VillageCareMAX,3420399,Stability or Improvement,Shortness of Breath Stable or Improved,5,Shortness of Breath Stable or Improved,Quality,Over-Time,New York City,3.29,3.29,9.85,-0.34,4.81,43,36,5.26,1-800-469-6292,www.villagecaremax.org
2018,2018 January - June,PARTIAL,VillageCareMAX,3420399,Stability or Improvement,Urinary Continence Stable or Improved,5,Urinary Continence Stable or Improved,Quality,Over-Time,New York City,3.29,3.29,6.05,0.11,3.8,43,36,5.26,1-800-469-6292,www.villagecaremax.org
2018,2018 January - June,FIDA,VillageCareMAX Full Advantage FIDA,3866988,Overall,Overall,N/A,Overall,Overall,Overall,N/A,,,,,,,,,1-800-469-6292,www.villagecaremax.org
2018,2018 January - June,FIDA,VillageCareMAX Full Advantage FIDA,3866988,Preventive Care,Advance Directives,N/A,Talked About Appointing for Health Decisions,Quality,Prevalence,N/A,,,,,,,,,1-800-469-6292,www.villagecaremax.org
2018,2018 January - June,FIDA,VillageCareMAX Full Advantage FIDA,3866988,Preventive Care,Patient Safety,N/A,No falls with Injury,Quality,Prevalence,N/A,,,,,,,,,1-800-469-6292,www.villagecaremax.org
2018,2018 January - June,FIDA,VillageCareMAX Full Advantage FIDA,3866988,Preventive Care,Prevention,N/A,Dental Exam,Quality,Prevalence,N/A,,,,,,,,,1-800-469-6292,www.villagecaremax.org
2018,2018 January - June,FIDA,VillageCareMAX Full Advantage FIDA,3866988,Preventive Care,Prevention,N/A,Eye Exam,Quality,Prevalence,N/A,,,,,,,,,1-800-469-6292,www.villagecaremax.org
2018,2018 January - June,FIDA,VillageCareMAX Full Advantage FIDA,3866988,Preventive Care,Prevention,N/A,Influenza Vaccination,Quality,Prevalence,N/A,,,,,,,,,1-800-469-6292,www.villagecaremax.org
2018,2018 January - June,FIDA,VillageCareMAX Full Advantage FIDA,3866988,Preventive Care,Prevention,N/A,Hearing Exam,Quality,Prevalence,N/A,,,,,,,,,1-800-469-6292,www.villagecaremax.org
2018,2018 January - June,FIDA,VillageCareMAX Full Advantage FIDA,3866988,Preventive Care,Prevention,N/A,Mammogram,Quality,Prevalence,N/A,,,,,,,,,1-800-469-6292,www.villagecaremax.org
2018,2018 January - June,FIDA,VillageCareMAX Full Advantage FIDA,3866988,Preventive Care,Prevention,N/A,Pneumococcal Vaccination,Quality,Prevalence,N/A,,,,,,,,,1-800-469-6292,www.villagecaremax.org
2018,2018 January - June,FIDA,VillageCareMAX Full Advantage FIDA,3866988,Quality of Life,Quality of Life,N/A,Not Lonely or Not Distressed,Quality,Prevalence,N/A,,,,,,,,,1-800-469-6292,www.villagecaremax.org
2018,2018 January - June,FIDA,VillageCareMAX Full Advantage FIDA,3866988,Quality of Life,Quality of Life,N/A,Involved in Decisions,Satisfaction,Prevalence,N/A,,,,,,,,,1-800-469-6292,www.villagecaremax.org
2018,2018 January - June,FIDA,VillageCareMAX Full Advantage FIDA,3866988,Satisfaction with Care,Rating of Care Manager,N/A,Rating of Care Manager,Satisfaction,Prevalence,N/A,,,,,,,,,1-800-469-6292,www.villagecaremax.org
2018,2018 January - June,FIDA,VillageCareMAX Full Advantage FIDA,3866988,Satisfaction with Care,Rating of Health Plan,N/A,Rating of Health Plan,Satisfaction,Prevalence,N/A,,,,,,,,,1-800-469-6292,www.villagecaremax.org
2018,2018 January - June,FIDA,VillageCareMAX Full Advantage FIDA,3866988,Satisfaction with Care,Rating of Regular Visiting Nurse,N/A,Rating of Regular Visiting Nurse,Satisfaction,Prevalence,N/A,,,,,,,,,1-800-469-6292,www.villagecaremax.org
